"","X1","age","sex","education","pes19_votechoice2019","vote_liberal","vote_conservative","vote_bloc","vote_ndp","vote_green","vote_ppc","vote_other","vote_spoil","age_cat"
"7175",7529,75,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7176",7530,68,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7177",7531,19,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"7178",7532,72,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7179",7533,70,"Female","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7180",7534,50,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7181",7535,70,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7182",7536,74,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7183",7537,32,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7184",7538,29,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"7185",7539,31,"Male","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"7186",7540,24,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"7187",7541,56,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7188",7542,55,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7189",7543,28,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[18,30)"
"7190",7544,67,"Male","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"7191",7545,71,"Male","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7192",7546,75,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7193",7547,66,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7194",7548,74,"Female","Below High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"7195",7549,70,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7196",7550,30,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7197",7551,67,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7198",7552,32,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"7199",7553,25,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"7200",7554,65,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"7201",7555,28,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"7202",7556,31,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"7203",7558,55,"Female","Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[50,65)"
"7204",7559,24,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"7205",7560,72,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7206",7561,32,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"7207",7562,62,"Male","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[50,65)"
"7208",7563,23,"Female","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[18,30)"
"7209",7564,72,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7210",7565,41,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7211",7566,35,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"7212",7567,56,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7213",7568,34,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7214",7569,32,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7215",7571,74,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7216",7572,82,"Female","High School","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"7217",7573,47,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7218",7574,63,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7219",7575,65,"Female","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7220",7577,66,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7221",7578,32,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"7222",7579,64,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7223",7580,29,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"7224",7581,63,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7225",7582,66,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7226",7583,27,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"7227",7584,34,"Female","Graduate Degree","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[30,50)"
"7228",7585,57,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7229",7586,55,"Male","Graduate Degree","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[50,65)"
"7230",7587,22,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"7231",7588,56,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7232",7589,58,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7233",7590,54,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7234",7591,71,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7235",7592,63,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7236",7593,27,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"7237",7594,32,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7238",7596,80,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7239",7597,53,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7240",7598,33,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7241",7599,27,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"7242",7600,28,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"7243",7601,39,"Female","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7244",7602,57,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7245",7603,84,"Male","Graduate Degree","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7246",7604,66,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7247",7605,62,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7248",7606,56,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7249",7607,26,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"7250",7608,22,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"7251",7609,60,"Female","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[50,65)"
"7252",7610,51,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7253",7611,48,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"7254",7612,76,"Male","High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"7255",7613,36,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7256",7615,33,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7257",7616,69,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7258",7617,25,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[18,30)"
"7259",7618,55,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7260",7619,26,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"7261",7620,43,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7262",7621,56,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7263",7622,47,"Female","Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[30,50)"
"7264",7623,34,"Female","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"7265",7624,45,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"7266",7625,25,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"7267",7626,38,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"7268",7627,68,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7269",7628,39,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7270",7629,61,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"7271",7630,65,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7272",7631,53,"Female","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"7273",7632,68,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7274",7633,59,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7275",7634,69,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"7276",7635,59,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"7277",7636,71,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"7278",7637,35,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"7279",7638,48,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"7280",7639,36,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7281",7640,38,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"7282",7641,44,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"7283",7642,72,"Female","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[65,Inf)"
"7284",7643,29,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"7285",7644,76,"Female","Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7286",7645,59,"Male","Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[50,65)"
"7287",7646,63,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7288",7647,45,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"7289",7648,68,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7290",7649,56,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7291",7650,63,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7292",7651,72,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7293",7652,33,"Female","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"7294",7653,62,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7295",7655,46,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7296",7656,74,"Male","Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7297",7657,73,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7298",7658,30,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7299",7659,73,"Male","Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7300",7660,82,"Male","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7301",7661,74,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7302",7662,51,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"7303",7663,40,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7304",7664,74,"Male","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7305",7665,28,"Male","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[18,30)"
"7306",7666,69,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7307",7667,72,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7308",7668,64,"Male","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[50,65)"
"7309",7669,39,"Male","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[30,50)"
"7310",7670,75,"Female","High School","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7311",7671,57,"Female","High School","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"7312",7672,34,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7313",7673,53,"Male","Graduate Degree","Another party (specify)",0,0,0,0,0,0,1,0,"[50,65)"
"7314",7674,59,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7315",7675,82,"Male","High School","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"7316",7676,60,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7317",7677,48,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7318",7678,67,"Male","Graduate Degree","Another party (specify)",0,0,0,0,0,0,1,0,"[65,Inf)"
"7319",7679,68,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7320",7680,60,"Male","High School","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[50,65)"
"7321",7681,64,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"7322",7682,73,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7323",7683,67,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7324",7684,59,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7325",7685,60,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7326",7686,39,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7327",7687,72,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7328",7688,71,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7329",7689,72,"Male","Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7330",7690,54,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7331",7691,60,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7332",7692,61,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7333",7693,55,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7334",7695,55,"Female","High School","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"7335",7696,41,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7336",7697,66,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7337",7698,64,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7338",7699,28,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"7339",7700,72,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7340",7701,62,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7341",7702,65,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7342",7703,71,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7343",7704,32,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7344",7706,79,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7345",7707,62,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7346",7708,58,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7347",7709,74,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7348",7711,28,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"7349",7712,74,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7350",7713,51,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7351",7714,69,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7352",7715,44,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7353",7716,61,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7354",7717,72,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7355",7718,35,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7356",7719,67,"Male","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7357",7720,33,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7358",7721,25,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"7359",7722,67,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7360",7723,76,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7361",7724,55,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"7362",7725,65,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7363",7726,48,"Male","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[30,50)"
"7364",7727,29,"Male","High School","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[18,30)"
"7365",7728,60,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7366",7729,61,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7367",7730,49,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"7368",7731,28,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"7369",7732,46,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7370",7733,35,"Female","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"7371",7734,75,"Male","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7372",7735,32,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7373",7736,68,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7374",7737,58,"Male","High School","People's Party",0,0,0,0,0,1,0,0,"[50,65)"
"7375",7738,39,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7376",7739,56,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"7377",7740,77,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7378",7741,24,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"7379",7742,57,"Male","High School","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"7380",7743,59,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7381",7744,60,"Female","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[50,65)"
"7382",7745,27,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"7383",7746,82,"Male","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7384",7747,41,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7385",7748,64,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"7386",7749,73,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7387",7750,68,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7388",7751,56,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"7389",7752,66,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"7390",7753,31,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7391",7754,70,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7392",7755,33,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"7393",7756,56,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7394",7757,65,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7395",7758,57,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7396",7759,65,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7397",7760,76,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7398",7761,31,"Female","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7399",7763,47,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7400",7764,72,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7401",7765,76,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7402",7766,75,"Male","Below High School","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7403",7767,68,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7404",7768,31,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7405",7769,65,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"7406",7770,66,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7407",7771,68,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7408",7772,68,"Male","Graduate Degree","Another party (specify)",0,0,0,0,0,0,1,0,"[65,Inf)"
"7409",7773,62,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7410",7774,71,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7411",7775,63,"Male","Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[50,65)"
"7412",7776,68,"Male","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7413",7777,44,"Female","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"7414",7778,58,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7415",7779,40,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"7416",7780,69,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7417",7781,74,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"7418",7782,72,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7419",7783,61,"Male","Below Bachelors","Another party (specify)",0,0,0,0,0,0,1,0,"[50,65)"
"7420",7784,64,"Male","High School","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[50,65)"
"7421",7785,30,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7422",7786,67,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7423",7787,57,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"7424",7788,75,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7425",7789,63,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"7426",7790,65,"Male","Below High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"7427",7791,70,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"7428",7792,31,"Female","High School","People's Party",0,0,0,0,0,1,0,0,"[30,50)"
"7429",7793,66,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7430",7794,63,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"7431",7795,83,"Male","Graduate Degree","People's Party",0,0,0,0,0,1,0,0,"[65,Inf)"
"7432",7796,31,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"7433",7797,64,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"7434",7798,33,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"7435",7799,72,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"7436",7800,62,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7437",7801,52,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"7438",7802,58,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"7439",7803,27,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"7440",7804,70,"Female","Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"7441",7805,23,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"7442",7806,28,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
