"","X1","age","sex","education","pes19_votechoice2019","vote_liberal","vote_conservative","vote_bloc","vote_ndp","vote_green","vote_ppc","vote_other","vote_spoil","age_cat"
"1",1,50,"Female","Below Bachelors","Another party (specify)",0,0,0,0,0,0,1,0,"[50,65)"
"2",2,72,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"3",3,28,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"4",4,59,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"5",5,63,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"6",6,29,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"7",7,65,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"8",8,42,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"9",9,32,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"10",10,37,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"11",11,68,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"12",12,63,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"13",13,64,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"14",14,64,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"15",15,56,"Male","Below Bachelors","I spoiled my vote",0,0,0,0,0,0,0,1,"[50,65)"
"16",16,63,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"17",17,38,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"18",18,57,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"19",19,68,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"20",20,67,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"21",21,28,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"22",22,69,"Female","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"23",23,54,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"24",24,34,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"25",25,66,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"26",26,48,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"27",28,68,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"28",29,35,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"29",30,56,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"30",31,28,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"31",32,50,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"32",33,74,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"33",34,54,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"34",35,63,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"35",36,67,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"36",37,72,"Male","High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"37",38,60,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"38",39,81,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"39",41,63,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"40",42,99,"Female","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"41",43,81,"Male","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"42",44,49,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"43",45,81,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"44",47,73,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"45",48,53,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"46",49,57,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"47",50,69,"Male","High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"48",51,80,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"49",52,25,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"50",53,60,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"51",54,19,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"52",55,26,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"53",56,57,"Male","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"54",57,66,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"55",58,43,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"56",59,58,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"57",60,74,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"58",61,36,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"59",62,42,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"60",63,77,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"61",64,60,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"62",65,64,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"63",66,68,"Female","Below High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"64",67,40,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"65",68,78,"Female","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"66",69,39,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"67",70,68,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"68",71,70,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"69",72,67,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"70",73,43,"Male","High School","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"71",74,41,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"72",75,34,"Male","High School","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"73",76,74,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"74",77,71,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"75",78,73,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"76",79,56,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"77",81,63,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"78",82,67,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"79",83,72,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"80",84,53,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"81",85,59,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"82",86,69,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"83",87,83,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"84",88,50,"Female","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"85",89,73,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"86",90,79,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"87",91,70,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"88",92,99,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"89",93,64,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"90",94,39,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"91",95,73,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"92",96,56,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"93",97,63,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"94",98,61,"Female","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"95",99,61,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"96",100,68,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"97",101,39,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"98",102,38,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"99",103,54,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"100",104,61,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"101",107,52,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"102",108,65,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"103",109,48,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"104",110,82,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"105",111,52,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"106",112,60,"Male","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"107",113,61,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"108",114,56,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"109",115,54,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"110",116,49,"Female","High School","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"111",117,59,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"112",118,48,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"113",119,72,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"114",120,19,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"115",121,38,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"116",122,44,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"117",123,34,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"118",124,62,"Male","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"119",125,48,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"120",126,64,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"121",127,32,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"122",128,75,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"123",129,68,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"124",130,31,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"125",131,69,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"126",132,61,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"127",133,81,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"128",134,68,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"129",135,69,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"130",136,34,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"131",137,71,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"132",138,39,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"133",139,64,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"134",140,56,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"135",141,82,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"136",142,35,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"137",143,69,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"138",144,53,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"139",145,45,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"140",146,33,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"141",147,55,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"142",148,35,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"143",149,57,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"144",150,55,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"145",151,72,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"146",152,58,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"147",153,72,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"148",154,64,"Female","Below High School","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"149",155,78,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"150",156,76,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"151",157,64,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"152",158,71,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"153",159,53,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"154",160,56,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"155",161,53,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"156",162,70,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"157",163,46,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"158",164,66,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"159",165,76,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"160",166,70,"Male","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"161",167,70,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"162",168,45,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"163",169,55,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"164",170,50,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"165",171,54,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"166",172,76,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"167",173,88,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"168",174,67,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"169",175,70,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"170",176,46,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"171",177,72,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"172",178,53,"Male","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"173",179,48,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"174",180,73,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"175",181,36,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"176",182,46,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"177",183,60,"Female","Below High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"178",184,70,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"179",185,42,"Female","High School","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"180",186,75,"Male","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"181",187,33,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"182",188,66,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"183",189,64,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"184",190,36,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"185",191,57,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"186",192,56,"Female","Below High School","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"187",193,72,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"188",194,63,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"189",196,57,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"190",197,44,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"191",198,49,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"192",199,72,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"193",200,34,"Female","Bachelors","People's Party",0,0,0,0,0,1,0,0,"[30,50)"
"194",201,45,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"195",202,61,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"196",203,41,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"197",204,52,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"198",205,39,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"199",206,73,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"200",207,46,"Female","High School","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"201",208,42,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"202",209,37,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"203",210,57,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"204",211,56,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"205",212,52,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"206",214,52,"Male","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[50,65)"
"207",215,50,"Female","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"208",216,55,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"209",217,68,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"210",218,83,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"211",219,76,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"212",220,53,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"213",221,71,"Male","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"214",222,53,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"215",223,72,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"216",224,48,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"217",225,70,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"218",226,57,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"219",227,67,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"220",228,65,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"221",229,70,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"222",232,41,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"223",233,51,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"224",234,49,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"225",235,64,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"226",237,66,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"227",238,50,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"228",239,32,"Female","High School","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"229",240,57,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"230",241,58,"Male","Graduate Degree","People's Party",0,0,0,0,0,1,0,0,"[50,65)"
"231",242,54,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"232",243,47,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"233",244,51,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"234",245,64,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"235",246,60,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"236",247,40,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"237",248,66,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"238",249,26,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"239",250,74,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"240",251,43,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"241",252,70,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"242",253,34,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"243",254,72,"Female","Bachelors","Another party (specify)",0,0,0,0,0,0,1,0,"[65,Inf)"
"244",255,62,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"245",256,35,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"246",257,53,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"247",258,34,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"248",259,60,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"249",260,54,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"250",261,41,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"251",262,41,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"252",263,66,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"253",264,58,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"254",265,82,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"255",266,47,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"256",267,63,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"257",268,52,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"258",269,77,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"259",270,53,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"260",271,56,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"261",272,60,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"262",273,40,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"263",274,29,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"264",275,76,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"265",276,28,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"266",277,63,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"267",278,68,"Male","Below High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"268",279,67,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"269",280,67,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"270",281,62,"Male","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"271",282,36,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"272",283,71,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"273",284,57,"Female","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"274",285,63,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"275",286,87,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"276",287,44,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"277",288,46,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"278",289,50,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"279",290,55,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"280",291,48,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"281",292,48,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"282",293,48,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"283",294,73,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"284",295,66,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"285",296,29,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"286",297,25,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
